iteration,swarm_best_fitness
1,-24.79
2,-24.79
3,-24.79
4,-24.79
5,-24.79
6,-24.79
7,-24.79
8,-24.79
9,-23.33
10,-23.33
11,-23.33
12,-23.33
13,-23.33
14,-23.33
15,-23.33
16,-23.33
17,-23.33
18,-23.33
19,-23.33
20,-23.33
21,-23.33
22,-23.33
23,-23.33
24,-23.33
25,-23.33
26,-23.33
27,-23.33
28,-23.33
29,-23.33
30,-23.33
31,-23.33
32,-23.33
33,-23.33
34,-23.33
35,-23.33
36,-23.33
37,-23.33
38,-23.33
39,-23.33
40,-23.33
41,-23.33
42,-23.33
43,-23.33
44,-23.33
45,-23.33
46,-23.33
47,-23.33
48,-23.33
49,-23.33
50,-23.33
51,-23.33
52,-23.33
53,-23.33
54,-23.33
55,-23.33
56,-23.33
57,-23.33
58,-23.33
59,-23.33
60,-23.33
61,-23.33
62,-23.33
63,-23.33
64,-23.33
65,-23.33
66,-23.33
67,-23.33
68,-23.33
69,-23.33
70,-23.33
71,-23.33
72,-23.33
73,-23.33
74,-23.33
75,-23.33
76,-23.33
77,-23.33
78,-23.33
79,-23.33
80,-23.33
81,-23.33
82,-23.33
83,-23.33
84,-23.33
85,-23.33
86,-23.33
87,-23.33
88,-23.33
89,-23.33
90,-23.33
91,-23.33
92,-23.33
93,-23.33
94,-23.33
95,-23.33
96,-23.33
97,-23.33
98,-23.33
99,-23.33
100,-23.33
101,-23.33
102,-23.33
103,-23.33
104,-23.33
105,-23.33
106,-23.33
107,-23.33
108,-23.33
109,-23.33
110,-23.33
111,-23.33
112,-23.33
113,-23.33
114,-23.33
115,-23.33
116,-23.33
117,-23.33
118,-23.33
119,-23.33
120,-23.33
121,-23.33
122,-23.33
123,-23.33
124,-23.33
125,-23.33
126,-23.33
127,-23.33
128,-23.33
129,-23.33
130,-23.33
131,-23.33
132,-23.33
133,-23.33
134,-23.33
135,-23.33
136,-23.33
137,-23.33
138,-23.33
139,-23.33
140,-23.33
141,-23.33
142,-23.33
143,-23.33
144,-23.33
145,-23.33
146,-23.33
147,-23.33
148,-23.33
149,-23.33
150,-23.33
