iteration,particle_1_fitness,particle_2_fitness,particle_3_fitness
1,-23.0,-21.67,-31.0
2,-21.67,-21.67,-26.33
3,-28.45,-21.67,-23.0
4,-21.67,-21.67,-31.0
5,-59.0,-21.67,-31.0
6,-31.0,-21.67,-23.0
7,-42.5,-21.67,-49.67
8,-24.54,-21.67,-21.67
9,-26.33,-21.67,-43.0
10,-43.0,-21.67,-59.0
11,-43.0,-21.67,-28.45
12,-31.0,-21.67,-49.67
13,-21.67,-21.67,-24.54
14,-26.33,-21.67,-26.33
15,-26.33,-21.67,-26.33
16,-49.67,-21.67,-31.0
17,-26.33,-21.67,-24.54
18,-24.54,-21.67,-23.0
19,-23.0,-21.67,-23.0
20,-23.0,-21.67,-23.0
21,-21.67,-21.67,-23.0
22,-21.67,-21.67,-21.67
23,-21.67,-21.67,-23.0
24,-21.67,-21.67,-23.0
25,-21.67,-21.67,-21.67
26,-21.67,-21.67,-21.67
27,-21.67,-21.67,-21.67
28,-23.0,-21.67,-21.67
29,-21.67,-21.67,-21.67
30,-21.67,-21.67,-21.67
31,-21.67,-21.67,-21.67
32,-21.67,-21.67,-21.67
33,-21.67,-21.67,-21.67
34,-21.67,-21.67,-21.67
35,-23.0,-21.67,-21.67
36,-23.0,-21.67,-21.67
37,-21.67,-21.67,-21.67
38,-21.67,-21.67,-21.67
39,-21.67,-21.67,-21.67
40,-21.67,-21.67,-21.67
41,-21.67,-21.67,-21.67
42,-21.67,-21.67,-21.67
43,-21.67,-21.67,-21.67
44,-21.67,-21.67,-21.67
45,-21.67,-21.67,-21.67
46,-21.67,-21.67,-21.67
47,-21.67,-21.67,-21.67
48,-23.0,-21.67,-21.67
49,-23.0,-21.67,-21.67
50,-26.33,-21.67,-21.67
51,-21.67,-21.67,-21.67
52,-21.67,-21.67,-21.67
53,-21.67,-21.67,-21.67
54,-21.67,-21.67,-21.67
55,-21.67,-21.67,-21.67
56,-21.67,-21.67,-21.67
57,-21.67,-21.67,-21.67
58,-21.67,-21.67,-21.67
59,-21.67,-21.67,-21.67
60,-21.67,-21.67,-21.67
61,-21.67,-21.67,-21.67
62,-21.67,-21.67,-21.67
63,-21.67,-21.67,-21.67
64,-21.67,-21.67,-21.67
65,-21.67,-21.67,-21.67
66,-21.67,-21.67,-21.67
67,-21.67,-21.67,-21.67
68,-21.67,-21.67,-21.67
69,-21.67,-21.67,-21.67
70,-21.67,-21.67,-21.67
71,-23.0,-21.67,-21.67
72,-21.67,-21.67,-21.67
73,-21.67,-21.67,-21.67
74,-21.67,-21.67,-21.67
75,-21.67,-21.67,-21.67
76,-21.67,-21.67,-21.67
77,-21.67,-21.67,-21.67
78,-21.67,-21.67,-21.67
79,-21.67,-21.67,-21.67
80,-21.67,-21.67,-21.67
81,-21.67,-21.67,-21.67
82,-21.67,-21.67,-21.67
83,-21.67,-21.67,-21.67
84,-21.67,-21.67,-21.67
85,-21.67,-21.67,-21.67
86,-21.67,-21.67,-21.67
87,-23.0,-21.67,-21.67
88,-23.0,-21.67,-21.67
89,-21.67,-21.67,-21.67
90,-21.67,-21.67,-21.67
91,-21.67,-21.67,-21.67
92,-21.67,-21.67,-21.67
93,-23.0,-21.67,-21.67
94,-21.67,-21.67,-21.67
95,-23.0,-21.67,-21.67
96,-23.0,-21.67,-21.67
97,-21.67,-21.67,-21.67
98,-21.67,-21.67,-21.67
99,-21.67,-21.67,-21.67
100,-21.67,-21.67,-21.67
101,-21.67,-21.67,-21.67
102,-21.67,-21.67,-21.67
103,-21.67,-21.67,-21.67
104,-21.67,-21.67,-21.67
105,-21.67,-21.67,-21.67
106,-21.67,-21.67,-21.67
107,-21.67,-21.67,-21.67
108,-21.67,-21.67,-21.67
109,-23.0,-21.67,-21.67
110,-21.67,-21.67,-21.67
111,-23.0,-21.67,-21.67
112,-21.67,-21.67,-21.67
113,-21.67,-21.67,-21.67
114,-21.67,-21.67,-21.67
115,-23.0,-21.67,-21.67
116,-21.67,-21.67,-21.67
117,-21.67,-21.67,-21.67
118,-21.67,-21.67,-21.67
119,-21.67,-21.67,-21.67
120,-21.67,-21.67,-21.67
121,-21.67,-21.67,-21.67
122,-21.67,-21.67,-21.67
123,-21.67,-21.67,-21.67
124,-23.0,-21.67,-21.67
125,-21.67,-21.67,-21.67
126,-21.67,-21.67,-21.67
127,-21.67,-21.67,-21.67
128,-21.67,-21.67,-21.67
129,-21.67,-21.67,-21.67
130,-21.67,-21.67,-21.67
131,-23.0,-21.67,-21.67
132,-23.0,-21.67,-21.67
133,-21.67,-21.67,-21.67
134,-21.67,-21.67,-21.67
135,-21.67,-21.67,-21.67
136,-21.67,-21.67,-21.67
137,-21.67,-21.67,-21.67
138,-21.67,-21.67,-21.67
139,-21.67,-21.67,-21.67
140,-21.67,-21.67,-21.67
141,-21.67,-21.67,-21.67
142,-21.67,-21.67,-21.67
143,-21.67,-21.67,-21.67
144,-21.67,-21.67,-21.67
145,-21.67,-21.67,-21.67
146,-21.67,-21.67,-21.67
147,-21.67,-21.67,-21.67
148,-21.67,-21.67,-21.67
149,-21.67,-21.67,-21.67
150,-21.67,-21.67,-21.67
